"Binomial","MaxTemp_5Km","MinTemp_5Km","MaxPrecip_5Km","MinPrecip_5Km","MeanTemp_5Km","MeanPrecip_5Km"
"Bdeogale_jacksoni",32.3240013122559,-2.81599998474121,637,0,17.8760757446289,1275.39123535156
"Bdeogale_nigripes",36.7680015563965,4.2960000038147,683,0,24.1927051544189,1689.61413574219
"Bdeogale_omnivora",33.7439994812012,16.8199996948242,404,0,25.9846000671387,908.368286132812
"Beamys_hindei",35.492000579834,1.79999995231628,760,0,23.2217712402344,1092.36022949219
"Beatragus_hunteri",35.3359985351562,21.0440006256104,191,2,27.3878135681152,527.360778808594
"Bunolagus_monticularis",34.0999984741211,-2.58399987220764,108,5,15.2320108413696,255.582778930664
"Calcochloris_obtusirostris",35.3160018920898,7.9520001411438,268,0,23.5449810028076,687.855590820312
"Calcochloris_tytonis",36.2239990234375,20.3719997406006,96,2,27.4339981079102,399.325561523438
"Canis_adustus",43.931999206543,-8.61600017547607,1104,0,23.9341926574707,1008.75811767578
"Canis_mesomelas",42.7799987792969,-8.61600017547607,637,0,21.8291568756104,544.559692382812
"Canis_simensis",26.4120006561279,-4.76800012588501,351,2,9.6717004776001,1154.32739257812
"Capra_walie",31.2719993591309,-3.33200001716614,304,1,12.6943454742432,901.635070800781
"Caracal_aurata",40.2519989013672,-0.331999987363815,1115,0,24.3492527008057,1683.49694824219
"Cardioderma_cor",42.9519996643066,-8.61600017547607,637,0,24.6884059906006,485.560668945312
"Carpitalpa_arendsi",33.7159996032715,3.97200012207031,312,2,17.8722972869873,1014.89349365234
"Casinycteris_argynnis",33.0919990539551,10.996000289917,342,1,24.4905700683594,1716.8125
"Cephalophus_adersi",32.9119987487793,19.3039989471436,439,0,26.5382022857666,1008.13635253906
"Cephalophus_dorsalis",40.2519989013672,4.2960000038147,1115,0,24.4788951873779,1710.869140625
"Cephalophus_harveyi",34.3320007324219,-8.61600017547607,760,0,21.4743309020996,960.583618164062
"Cephalophus_jentinki",36.0320014953613,10.2880001068115,814,4,25.4687156677246,2300.47216796875
"Cephalophus_natalensis",37.2159996032715,2.08800005912781,412,0,23.8167877197266,1002.71136474609
"Cephalophus_nigrifrons",34.9640007019043,-2.81599998474121,617,0,23.9615211486816,1624.76623535156
"Cephalophus_rufilatus",43.1959991455078,8.48799991607666,1099,0,26.0348148345947,1255.85522460938
"Cephalophus_silvicultor",40.2519989013672,-0.287999987602234,1115,0,24.019905090332,1534.62341308594
"Cephalophus_spadix",31.5200004577637,-8.61600017547607,498,0,17.4294967651367,1282.8828125
"Cephalophus_weynsi",36.8720016479492,-0.331999987363815,290,0,23.9329948425293,1693.01171875
"Cephalophus_zebra",35.5839996337891,10.7639999389648,628,12,25.4869403839111,2296.15576171875
"Ceratotherium_simum",39.5800018310547,-6.2960000038147,637,0,20.967041015625,576.791015625
"Cercocebus_agilis",38.3559989929199,0.327999979257584,332,0,24.1671867370605,1632.45678710938
"Cercocebus_atys",40.2519989013672,9.98799991607666,1115,0,25.8658504486084,2390.16918945312
"Cercocebus_chrysogaster",32.3720016479492,17.576000213623,252,8,25.0407733917236,1759.65490722656
"Cercocebus_galeritus",34.2799987792969,21.3839988708496,126,10,27.3120002746582,654.134094238281
"Cercocebus_lunulatus",36.1679992675781,17.5639991760254,517,2,26.2847747802734,1360.3076171875
"Cercocebus_sanjei",31.4440002441406,11.3079996109009,379,4,21.6963920593262,1532.59729003906
"Cercopithecus_ascanius",38.3680000305176,-0.331999987363815,297,0,23.6761207580566,1553.34033203125
"Cercopithecus_campbelli",40.2519989013672,10.0920000076294,1115,0,25.9964771270752,2460.373046875
"Cercopithecus_denti",34.423999786377,-0.331999987363815,290,6,23.1154518127441,1691.90991210938
"Cercopithecus_dryas",31.576000213623,18.6760005950928,254,36,24.7366046905518,1899.64892578125
"Cercopithecus_hamlyni",31.5319995880127,3.33999991416931,290,6,23.418643951416,1752.02990722656
"Cercopithecus_mitis",40.7120018005371,-8.61600017547607,760,0,22.0620307922363,1201.189453125
"Cercopithecus_neglectus",37.3160018920898,-0.331999987363815,617,0,24.1220035552979,1693.21533203125
"Chaerephon_aloysiisabaudiae",38.068000793457,-0.331999987363815,320,2,24.5337142944336,1620.28356933594
"Chaerephon_ansorgei",41.6079978942871,-8.61600017547607,498,0,23.3502731323242,1070.19458007812
"Chaerephon_bemmeleni",39.0519981384277,-8.61600017547607,614,0,21.664493560791,1218.43395996094
"Chaerephon_bivittatus",40.4039993286133,-8.61600017547607,760,0,21.9854736328125,860.460388183594
"Chaerephon_chapini",39.431999206543,-0.331999987363815,368,0,22.2153205871582,1040.6572265625
"Chaerephon_gallagheri",30.6000003814697,18.2999992370605,190,21,24.5381679534912,1436.14489746094
"Chaerephon_major",43.8800010681152,0.712000012397766,447,0,27.0985584259033,884.742126464844
"Chaerephon_nigeriae",41.9680023193359,1.79199993610382,522,0,23.4048080444336,1052.71459960938
"Chaerephon_pumilus",42.8920021057129,-4.76800012588501,1115,0,24.376651763916,1038.8095703125
"Chaerephon_russatus",33.5039978027344,5.38399982452393,553,7,24.6792755126953,1648.25646972656
"Chlorocebus_aethiops",43.9440002441406,-4.76800012588501,464,0,23.801872253418,850.17333984375
"Chlorocebus_cynosuros",38.3759994506836,3.80800008773804,338,0,22.1003456115723,1154.14440917969
"Chlorocebus_djamdjamensis",31.6319999694824,-2.75600004196167,246,10,13.2595291137695,1179.63806152344
"Chlorocebus_pygerythrus",40.7120018005371,-8.61600017547607,760,0,22.3699760437012,737.28515625
"Chlorocebus_sabaeus",43.7999992370605,9.36800003051758,1115,0,27.0843677520752,1088.12951660156
"Chlorocebus_tantalus",43.2360000610352,-0.331999987363815,416,0,25.9362335205078,1082.39013671875
"Chlorotalpa_duthieae",28.5599994659424,3.25999999046326,107,25,16.6401710510254,627.950744628906
"Chlorotalpa_sclateri",36.2719993591309,-6.41200017929077,195,5,13.5829887390137,636.084106445312
"Chrysochloris_stuhlmanni",33.7120018005371,-0.331999987363815,750,0,19.8517932891846,1295.00756835938
"Chrysochloris_visagiei",32.9879989624023,0.379999995231628,32,8,16.2400417327881,182.446243286133
"Chrysospalax_trevelyani",29.2000007629395,-0.136000007390976,138,12,17.3139038085938,787.172790527344
"Chrysospalax_villosus",30.9360008239746,-1.24000000953674,196,2,16.7623043060303,825.519470214844
"Cistugo_lesueuri",NA,NA,NA,NA,NA,NA
"Civettictis_civetta",44,-8.61600017547607,1115,0,24.2079849243164,1108.23083496094
"Cloeotis_percivali",37.2360000610352,0.0120000001043081,443,0,20.1890316009521,621.572021484375
"Coleura_afra",43.2879981994629,-2.81599998474121,1036,0,24.9574146270752,985.859680175781
"Colobus_angolensis",34.7680015563965,-0.331999987363815,760,0,23.3990802764893,1507.21801757812
"Colobus_guereza",40.2599983215332,-8.61600017547607,637,0,23.1844482421875,1340.55737304688
"Colobus_polykomos",40.2519989013672,9.36800003051758,1115,0,25.7545051574707,2361.61279296875
"Colomys_goslingi",38.2639999389648,-0.828000009059906,477,0,22.7355861663818,1486.66223144531
"Congosorex_phillipsorum",30.7240009307861,14.1160001754761,206,1,21.9346771240234,901.386840820312
"Congosorex_polli",30.2799987792969,15.3520002365112,232,8,23.2898731231689,1585.17443847656
"Congosorex_verheyeni",32.6559982299805,15.9919996261597,308,21,24.4590587615967,1637.91967773438
"Connochaetes_gnou",35.5519981384277,-6.2960000038147,230,2,15.9738445281982,542.411254882812
"Connochaetes_taurinus",37.6959991455078,-8.61600017547607,498,0,21.0767402648926,622.73974609375
"Cricetomys_emini",35.8720016479492,-0.331999987363815,900,0,24.2767009735107,1674.4814453125
"Cricetomys_gambianus",43.6319999694824,-0.331999987363815,1115,0,26.3152294158936,1119.48815917969
"Crocidura_aleksandrisi",32.9799995422363,3.98799991607666,110,0,18.7348365783691,203.153732299805
"Crocidura_allex",31.4440002441406,-8.61600017547607,453,0,14.3444194793701,997.214538574219
"Crocidura_ansellorum",30.9440002441406,5.67600011825562,284,0,19.6397666931152,1328.8564453125
"Crocidura_attila",37.947998046875,4.2960000038147,683,0,23.9884796142578,1659.46997070312
"Crocidura_baileyi",36.2639999389648,-4.76800012588501,431,1,15.5772294998169,1209.02746582031
"Crocidura_bottegi",33.0400009155273,4.49599981307983,385,0,19.9778881072998,897.801696777344
"Crocidura_bottegoides",28.3199996948242,-2.75600004196167,255,8,12.1279726028442,1120.99340820312
"Crocidura_caliginea",31.9759998321533,17.1639995574951,245,46,24.1200675964355,1805.34899902344
"Crocidura_canariensis",29.7520008087158,10.960000038147,36,0,19.8978137969971,133.04753112793
"Crocidura_cinderella",44.8359985351562,11.076000213623,464,0,28.6323547363281,413.087738037109
"Crocidura_congobelgica",31.6879997253418,15.8039999008179,235,43,23.9664287567139,1744.15161132812
"Crocidura_cyanea",39.5800018310547,-6.41200017929077,356,0,19.9792499542236,649.150817871094
"Crocidura_denti",39.4640007019043,-0.331999987363815,956,0,24.151647567749,1740.46459960938
"Crocidura_desperata",31.568000793457,1.79999995231628,472,0,17.5562953948975,1069.52282714844
"Crocidura_dolichura",36.2400016784668,3.33999991416931,683,1,24.1421699523926,1749.61950683594
"Crocidura_elgonius",32.8440017700195,-2.81599998474121,637,0,17.8578491210938,1157.54187011719
"Crocidura_fischeri",33.9879989624023,14.2799997329712,308,0,23.8747425079346,475.973022460938
"Crocidura_flavescens",34.1479988098145,-5.74399995803833,230,2,17.1900119781494,710.100280761719
"Crocidura_floweri",35.7360000610352,5.69199991226196,55,0,20.7410469055176,71.7604751586914
"Crocidura_foxi",42.5,10.4759998321533,1044,0,26.6221656799316,1152.79431152344
"Crocidura_fulvastra",44.8359985351562,0.939999997615814,340,0,27.18723487854,637.7607421875
"Crocidura_fumosa",39.939998626709,-2.81599998474121,423,0,15.836501121521,1116.46020507812
"Crocidura_fuscomurina",44.8359985351562,-8.61600017547607,1095,0,24.7994155883789,836.434814453125
"Crocidura_glassi",30.4400005340576,-2.75600004196167,255,7,12.4473056793213,1111.28039550781
"Crocidura_gracilipes",NA,NA,NA,NA,NA,NA
"Crocidura_grandiceps",36.5319976806641,10.3039999008179,433,3,25.7970943450928,1410.24755859375
"Crocidura_greenwoodi",37.8400001525879,19.431999206543,176,0,27.4742317199707,464.409454345703
"Crocidura_harenna",23.6319999694824,2.51999998092651,193,17,13.0039300918579,1121.41723632812
"Crocidura_hildegardeae",38.4000015258789,-8.61600017547607,498,0,22.9045295715332,1255.57153320312
"Crocidura_hirta",39.5800018310547,-8.61600017547607,760,0,21.9654369354248,807.78759765625
"Crocidura_jacksoni",38.2360000610352,-8.61600017547607,637,0,21.7459526062012,1000.53479003906
"Crocidura_kivuana",26.0200004577637,8.26000022888184,254,18,15.9014711380005,1842.53784179688
"Crocidura_lamottei",41.2200012207031,9.36800003051758,1115,0,26.5872535705566,1308.93664550781
"Crocidura_lanosa",26.8080005645752,8.08800029754639,257,11,16.3078899383545,1691.94714355469
"Crocidura_latona",31.4200000762939,15.9799995422363,237,38,23.9757976531982,1748.69580078125
"Crocidura_littoralis",34.9599990844727,-0.331999987363815,339,1,24.1243648529053,1655.60803222656
"Crocidura_longipes",40.1319999694824,16.076000213623,244,0,28.5953750610352,899.053344726562
"Crocidura_lucina",24.2959995269775,-2.75600004196167,255,9,10.5356254577637,1168.68298339844
"Crocidura_ludia",37.484001159668,14.1599998474121,260,0,24.666296005249,1729.58325195312
"Crocidura_luna",39.5800018310547,-8.61600017547607,760,0,21.4154357910156,1037.05676269531
"Crocidura_lusitania",44.8839988708496,-9.80399990081787,464,0,28.001708984375,264.9111328125
"Crocidura_macarthuri",40.7120018005371,11.3559999465942,404,0,27.0613880157471,440.029754638672
"Crocidura_macmillani",33.8520011901855,5.76000022888184,241,15,19.9089050292969,1585.92053222656
"Crocidura_macowi",29.57200050354,8.80399990081787,142,4,18.0070285797119,580.718627929688
"Crocidura_manengubae",33.2000007629395,11.0839996337891,421,2,22.6935920715332,2034.1259765625
"Crocidura_maquassiensis",34.1399993896484,-3.13599991798401,333,0,18.3850593566895,696.115295410156
"Crocidura_mariquensis",38.5839996337891,-1.21200001239777,333,0,20.8953800201416,848.642211914062
"Crocidura_maurisca",33.0919990539551,3.33999991416931,308,2,23.9046192169189,1778.31787109375
"Crocidura_monax",32.923999786377,-8.61600017547607,498,3,18.7013549804688,992.566650390625
"Crocidura_montis",35.431999206543,-2.81599998474121,637,0,15.5526695251465,1257.14794921875
"Crocidura_mutesae",32.1920013427734,15.1920003890991,232,24,24.1751976013184,1658.96789550781
"Crocidura_nana",38.9519996643066,11.8319997787476,186,0,26.6288013458252,473.158752441406
"Crocidura_nanilla",44.2599983215332,8.95199966430664,1077,0,26.7905368804932,859.170471191406
"Crocidura_nigrofusca",38.4000015258789,-8.61600017547607,760,0,22.3805522918701,1060.48986816406
"Crocidura_nimbae",35.8720016479492,11.9079999923706,485,11,25.1392612457275,1934.21276855469
"Crocidura_niobe",29.5,-0.331999987363815,279,0,16.1579933166504,1612.33923339844
"Crocidura_olivieri",44.8359985351562,-8.61600017547607,1115,0,24.5609245300293,1057.17443847656
"Crocidura_pachyura",37.1079978942871,-0.167999997735023,276,2,15.9609479904175,667.992797851562
"Crocidura_parvipes",38.515998840332,-8.61600017547607,498,0,23.1858463287354,1379.53515625
"Crocidura_pasha",43.4720001220703,8.01200008392334,221,0,28.1228733062744,299.298065185547
"Crocidura_phaeura",32.476001739502,7.35599994659424,308,18,20.3081092834473,1306.46472167969
"Crocidura_picea",33.5719985961914,8.48799991607666,398,5,21.6115245819092,2047.48889160156
"Crocidura_pitmani",35.7840003967285,6.65599966049194,291,0,20.216516494751,1064.31469726562
"Crocidura_planiceps",41.8320007324219,11.6079998016357,340,0,26.6765670776367,859.958129882812
"Crocidura_polia",30.7759990692139,17.4599990844727,235,55,23.5260829925537,1967.63891601562
"Crocidura_raineyi",29.996000289917,10.8039999008179,222,4,19.3412837982178,776.922241210938
"Crocidura_ramona",36.0400009155273,2.34800004959106,87,0,18.6701469421387,188.910720825195
"Crocidura_religiosa",36.8559989929199,4.61999988555908,41,0,20.707612991333,46.8184814453125
"Crocidura_roosevelti",38.423999786377,6.37200021743774,368,0,23.6670017242432,1348.58898925781
"Crocidura_selina",32.3839988708496,10.6999998092651,247,1,22.2538280487061,1195.41784667969
"Crocidura_silacea",35.2760009765625,-0.772000014781952,333,0,19.491512298584,681.826721191406
"Crocidura_smithii",42.6399993896484,3.73200011253357,315,0,25.4668865203857,563.611083984375
"Crocidura_somalica",42.6720008850098,10.9119997024536,207,0,27.2215137481689,351.422515869141
"Crocidura_stenocephala",25.1879997253418,8.08800029754639,254,11,15.6960458755493,1351.22351074219
"Crocidura_tansaniana",33.476001739502,6.65999984741211,296,4,21.6475391387939,979.962158203125
"Crocidura_tarella",28.7639999389648,3.33999991416931,250,23,16.8705539703369,1363.30383300781
"Crocidura_tarfayensis",41.0200004577637,-2.1560001373291,63,0,21.4975357055664,61.2775573730469
"Crocidura_telfordi",31.9200000762939,8.13599967956543,370,1,20.9169063568115,1333.92309570312
"Crocidura_thalia",38.9799995422363,-2.75600004196167,454,2,18.9954833984375,1467.3115234375
"Crocidura_theresae",37.0999984741211,9.36800003051758,892,3,25.7140884399414,1669.22412109375
"Crocidura_turba",38.2360000610352,-8.61600017547607,760,0,22.6090507507324,1316.09521484375
"Crocidura_ultima",28.5480003356934,7.21199989318848,356,20,17.1884937286377,1115.73815917969
"Crocidura_usambarae",32.8800010681152,6.65999984741211,296,3,20.5330352783203,911.292602539062
"Crocidura_viaria",44.8839988708496,-8.61600017547607,998,0,26.3935661315918,583.848693847656
"Crocidura_voi",43.2360000610352,-2.81599998474121,637,0,27.0584964752197,639.393737792969
"Crocidura_whitakeri",42.7159996032715,-10.7399997711182,276,0,16.9353618621826,335.803436279297
"Crocidura_xantippe",33.523998260498,6.65999984741211,288,1,22.9107112884521,756.551330566406
"Crocidura_yankariensis",42.8920021057129,5.91599988937378,464,0,27.267240524292,683.237243652344
"Crocidura_zaphiri",32.4000015258789,5.3600001335144,297,20,20.1346263885498,1611.57409667969
"Crocidura_zimmeri",33.4720001220703,12.7960004806519,210,0,23.504186630249,1083.09680175781
"Crocuta_crocuta",44.2599983215332,-8.61600017547607,1115,0,24.2651138305664,870.409545898438
"Crossarchus_alexandri",34.8279991149902,-0.331999987363815,290,6,24.1878795623779,1712.07067871094
"Crossarchus_ansorgei",33.0919990539551,12.3599996566772,263,0,24.8845252990723,1801.28149414062
"Cryptochloris_zyli",32.7519989013672,6.20799970626831,46,2,18.1640148162842,224.78450012207
"Cryptomys_hottentotus",36.3720016479492,-6.2960000038147,138,3,16.1207637786865,406.958587646484
"Ctenodactylus_gundi",41.9160003662109,-5.42000007629395,61,0,19.3117904663086,151.573135375977
"Ctenodactylus_vali",45.015998840332,-1.3400000333786,61,0,20.3990364074707,107.65274810791
"Cynictis_penicillata",38.8120002746582,-6.2960000038147,297,0,19.2879276275635,380.811798095703
"Damaliscus_lunatus",41.6079978942871,1.05599999427795,404,0,22.8013076782227,877.28759765625
"Damaliscus_pygargus",34.484001159668,-6.41200017929077,230,2,16.1513137817383,624.635498046875
"Dasymys_foxi",39.1319999694824,11.6079998016357,339,0,24.9801692962646,1079.30639648438
"Dasymys_incomtus",39.5800018310547,-8.61600017547607,760,0,22.2739524841309,1206.17370605469
"Dasymys_montanus",28.076000213623,-0.331999987363815,241,50,13.2519025802612,1587.24536132812
"Dasymys_rufulus",40.8720016479492,9.36800003051758,1115,0,26.4756526947021,1490.30822753906
"Delanymys_brooksi",25.5480003356934,3.33999991416931,257,7,14.9787092208862,1651.96826171875
"Dendrohyrax_arboreus",36.9519996643066,-8.61600017547607,760,0,21.2952079772949,1057.06762695312
"Dendrohyrax_dorsalis",38.3440017700195,-0.331999987363815,900,0,24.5182056427002,1765.62194824219
"Dendrohyrax_validus",34.3320007324219,-3.75200009346008,498,0,21.5361652374268,1241.35876464844
"Dendromus_insignis",28.9440002441406,-2.81599998474121,393,8,15.0517072677612,1332.36962890625
"Dendromus_kahuziensis",20.9080009460449,8.26000022888184,254,30,13.7737512588501,1925.87902832031
"Dendromus_kivu",29.3080005645752,-0.331999987363815,257,7,16.5200614929199,1489.48693847656
"Dendromus_lachaisei",35.7159996032715,11.3319997787476,536,10,25.0848484039307,1578.19836425781
"Dendromus_lovati",34.6399993896484,-4.76800012588501,431,1,14.9003791809082,1127.08288574219
"Dendromus_melanotis",39.5800018310547,-8.61600017547607,760,0,20.6969051361084,791.262817382812
"Dendromus_mesomelas",37.0879974365234,-6.41200017929077,307,0,19.4926567077637,784.893127441406
"Dendromus_messorius",36.7239990234375,6.52400016784668,392,4,23.4052696228027,1462.96496582031
"Dendromus_mystacalis",39.5800018310547,-6.41200017929077,462,0,21.0677719116211,977.706970214844
"Dendromus_nyikae",39.5800018310547,1.79199993610382,760,0,21.2325630187988,1027.03210449219
"Dendromus_ruppi",36.2880020141602,8.64400005340576,253,9,21.5943164825439,1309.07482910156
"Dendromus_vernayi",29.9039993286133,7.8120002746582,252,0,19.905345916748,1353.07958984375
"Dendroprionomys_rousseloti",31.923999786377,17.2080001831055,268,1,25.2005920410156,1467.43957519531
"Desmodilliscus_braueri",44.8839988708496,0.939999997615814,233,0,28.0082130432129,190.652923583984
"Desmomys_harringtoni",38.0719985961914,-2.51600003242493,464,0,18.8029479980469,1289.16149902344
"Desmomys_yaldeni",31.2280006408691,7.81199979782104,296,24,18.7676372528076,1745.19482421875
"Diceros_bicornis",39.5800018310547,-8.61600017547607,760,0,21.2448711395264,738.647644042969
"Dologale_dybowskii",38.2360000610352,8.64400005340576,263,2,24.2469635009766,1422.45007324219
"Dorcatragus_megalotis",41.0200004577637,4.59600019454956,111,0,23.9773082733154,171.413864135742
"Eidolon_helvum",42.8920021057129,-8.61600017547607,1115,0,23.7188453674316,1192.35107421875
"Elephantulus_brachyrhynchus",38.0960006713867,-8.61600017547607,760,0,21.409366607666,917.082275390625
"Elephantulus_edwardii",36.3720016479492,-6.2960000038147,130,1,16.3696022033691,307.888061523438
"Elephantulus_fuscipes",37.6319999694824,10.7200002670288,230,4,24.1704177856445,1404.70166015625
"Elephantulus_fuscus",39.4400024414062,8.30399990081787,311,0,24.2129096984863,922.845825195312
"Elephantulus_myurus",39.1040000915527,-6.2960000038147,333,0,19.2385101318359,608.022888183594
"Elephantulus_pilicaudus",34.0439987182617,-2.32400012016296,51,5,15.2347841262817,216.374221801758
"Elephantulus_revoilii",42.0749969482422,4.59600019454956,88,0,24.1334552764893,160.821228027344
"Elephantulus_rozeti",43.5839996337891,-10.7399997711182,179,0,17.1420555114746,276.777252197266
"Elephantulus_rufescens",40.0880012512207,-8.61600017547607,637,0,23.621955871582,647.928405761719
"Elephantulus_rupestris",38.8120002746582,-6.2960000038147,99,0,17.9520797729492,216.178634643555
"Eliomys_munbyanus",42,-10.7399997711182,276,0,17.6599636077881,295.535766601562
"Epomophorus_anselli",31.3080005645752,9.00800037384033,218,0,20.8761539459229,841.167907714844
"Epomophorus_crypturus",39.5800018310547,0.467999994754791,753,0,22.1748561859131,919.369567871094
"Epomophorus_gambianus",43.4400024414062,1.44400000572205,1115,0,26.2315845489502,1139.83947753906
"Epomophorus_labiatus",42.9519996643066,-4.76800012588501,464,0,24.1280574798584,937.879272460938
"Epomophorus_minimus",38.7999992370605,-2.81599998474121,417,0,20.6805591583252,816.992797851562
"Epomophorus_minor",39.0519981384277,-8.61600017547607,760,0,21.9162445068359,951.697021484375
"Epomophorus_wahlbergi",39.5800018310547,-8.61600017547607,760,0,21.9751262664795,1037.51708984375
"Epomops_buettikoferi",40.2519989013672,9.36800003051758,1115,0,26.1210136413574,1643.71508789062
"Epomops_dobsonii",37.6879997253418,1.79999995231628,760,0,20.7416725158691,1098.6650390625
"Epomops_franqueti",38.8600006103516,-0.331999987363815,683,0,24.1161212921143,1580.14855957031
"Eptesicus_floweri",44.8359985351562,4.96400022506714,207,0,27.5767974853516,238.426666259766
"Eptesicus_hottentotus",39.5800018310547,-6.41200017929077,334,0,19.7429866790771,512.338806152344
"Eptesicus_isabellinus",43.4599990844727,-10.7399997711182,276,0,16.8997325897217,372.381500244141
"Equus_africanus",40.8359985351562,11.543999671936,120,1,27.8505573272705,233.739639282227
