Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
CARNIVORA	FELIDAE	Acinonyx	Acinonyx_jubatus	VU	NA	1	NA	0.452039672	0.514132831	2803	4376	-0.359460695	-0.445444793	-0.1207726	-0.128711712	50577.92	10.8312704	11
RODENTIA	MURIDAE	Acomys	Acomys_airensis	LC	stable	0	0	0.97909159	0.617153609	535	41	12.04878049	2.56869468	0.586463362	0.461507238	38.657	3.654727871	4
RODENTIA	MURIDAE	Acomys	Acomys_cahirinus	LC	stable	0	0	0.810492055	0.670057052	516	407	0.267813268	0.23729358	0.209586635	0.190278677	41.16	3.717466911	4
RODENTIA	MURIDAE	Acomys	Acomys_cineraceus	LC	stable	0	0	0.762879706	0.69652327	729	667	0.092953523	0.088883686	0.095268081	0.090999156	19.24	2.956991445	3
RODENTIA	MURIDAE	Acomys	Acomys_dimidiatus	LC	unknown	0	NA	0.947979996	0.539641457	554	35	14.82857143	2.761816625	0.756684893	0.56342845	50	3.912023005	4
RODENTIA	MURIDAE	Acomys	Acomys_ignitus	LC	stable	0	0	0.914145074	0.854243785	60	42	0.428571429	0.356674944	0.070122007	0.067772667	24	3.17805383	3
RODENTIA	MURIDAE	Acomys	Acomys_johannis	LC	stable	0	0	0.893928292	0.481656933	419	74	4.662162162	1.733805827	0.855943993	0.618393458	63.85388804	4.156597474	4
RODENTIA	MURIDAE	Acomys	Acomys_kempi	LC	stable	0	0	0.934858939	0.725548846	228	82	1.780487805	1.022626382	0.288485186	0.253467254	21.99	3.090587805	3
RODENTIA	MURIDAE	Acomys	Acomys_louisae	LC	stable	0	0	0.947493462	0.55709995	282	45	5.266666667	1.835244581	0.70076027	0.531075369	20.19	3.005187432	3
RODENTIA	MURIDAE	Acomys	Acomys_mullah	LC	unknown	0	NA	0.832151074	0.792869012	98	91	0.076923077	0.074107972	0.049544202	0.048355976	63.85388804	4.156597474	4
RODENTIA	MURIDAE	Acomys	Acomys_percivali	LC	stable	0	0	0.943139277	0.834569726	115	44	1.613636364	0.960742494	0.13009045	0.122297674	21.99	3.090587805	3
RODENTIA	MURIDAE	Acomys	Acomys_russatus	LC	unknown	0	NA	0.929223526	0.543369717	237	24	8.875	2.290006311	0.710112832	0.536559352	42.35	3.745968421	4
RODENTIA	MURIDAE	Acomys	Acomys_spinosissimus	LC	stable	0	0	0.846539737	0.659394669	891	625	0.4256	0.354592778	0.283813438	0.249834897	26.5	3.277144733	3
RODENTIA	MURIDAE	Acomys	Acomys_subspinosus	LC	stable	0	0	0.914846733	0.886366436	44	31	0.419354839	0.350202429	0.032131516	0.031626097	21.92	3.087399462	3
RODENTIA	MURIDAE	Acomys	Acomys_wilsoni	LC	stable	0	0	0.856245823	0.719622319	658	583	0.12864494	0.121017745	0.189854456	0.173830994	18.5	2.917770732	3
CETARTIODACTYLA	BOVIDAE	Addax	Addax_nasomaculatus	CR	NA	1	NA	0.871310242	0.878320956	45	44	0.022727273	0.022472856	-0.00798195	-0.008013976	96077.36	11.47290898	11
CETARTIODACTYLA	BOVIDAE	Aepyceros	Aepyceros_melampus	LC	stable	0	0	0.693341389	0.629607618	1787	1723	0.037144515	0.036471279	0.101227763	0.096425705	52591.69	10.8703134	11
RODENTIA	MURIDAE	Aethomys	Aethomys_bocagei	LC	unknown	0	NA	0.924950734	0.790377647	141	81	0.740740741	0.554310736	0.170264287	0.15722961	63.85388804	4.156597474	4
RODENTIA	MURIDAE	Aethomys	Aethomys_chrysophilus	LC	unknown	0	NA	0.836865739	0.566274297	1822	1037	0.756991321	0.56360287	0.477845177	0.390585065	80.85	4.392595586	4
RODENTIA	MURIDAE	Micaelamys	Aethomys_granti	LC	unknown	0	NA	0.912106209	0.851760882	78	18	3.333333333	1.466337069	0.070847732	0.068450608	40	3.688879454	4
RODENTIA	MURIDAE	Aethomys	Aethomys_hindei	LC	unknown	0	NA	0.79469637	0.691926292	1110	971	0.14315139	0.133788826	0.148527493	0.138480681	140.65	4.946274535	5
RODENTIA	MURIDAE	Aethomys	Aethomys_ineptus	LC	unknown	0	NA	0.926843038	0.793262442	231	127	0.818897638	0.598230624	0.168393951	0.155630114	133.16	4.891551413	5
RODENTIA	MURIDAE	Aethomys	Aethomys_kaiseri	LC	unknown	0	NA	0.715186569	0.772781783	858	1155	-0.257142857	-0.297251523	-0.074529725	-0.077453265	89.99	4.499698553	4
RODENTIA	MURIDAE	Micaelamys	Aethomys_namaquensis	LC	stable	0	0	0.806821661	0.793816511	1437	1613	-0.109113453	-0.115538192	0.016383068	0.016250313	62	4.127134385	4
RODENTIA	MURIDAE	Aethomys	Aethomys_nyikae	LC	unknown	0	NA	0.835735873	0.52601081	450	128	2.515625	1.257217319	0.588818817	0.462990858	77.015	4.344000208	4
RODENTIA	MURIDAE	Aethomys	Aethomys_silindensis	DD	unknown	NA	NA	0.583626263	0.777224834	53	197	-0.730964467	-1.312911815	-0.249089534	-0.286468854	83.48586401	4.424677324	4
RODENTIA	MURIDAE	Aethomys	Aethomys_stannarius	DD	unknown	NA	NA	0.745288135	0.642856027	162	119	0.361344538	0.308472842	0.159339112	0.147850112	83.48586401	4.424677324	4
RODENTIA	MURIDAE	Aethomys	Aethomys_thomasi	LC	unknown	0	NA	0.831080692	0.791833899	177	181	-0.022099448	-0.022347299	0.049564427	0.048375246	63.85388804	4.156597474	4
CETARTIODACTYLA	BOVIDAE	Alcelaphus	Alcelaphus_buselaphus	LC	decreasing	0	1	0.692871042	0.672794928	4134	4399	-0.060240964	-0.062131781	0.029839871	0.029403325	160937.9	11.98877386	12
RODENTIA	DIPODIDAE	Allactaga	Allactaga_hotsoni	LC	unknown	0	NA	0.45178299	0.866001208	14	62	-0.774193548	-1.488077055	-0.478311363	-0.650684349	76.5	4.337290741	4
PRIMATES	CERCOPITHECIDAE	Allenopithecus	Allenopithecus_nigroviridis	LC	unknown	0	NA	0.958491539	0.749830164	208	23	8.043478261	2.202043864	0.278278183	0.245514003	4749.96	8.465891476	8
PRIMATES	CHEIROGALEIDAE	Allocebus	Allocebus_trichotis	VU	decreasing	1	1	0.933037619	0.919369504	34	35	-0.028571429	-0.028987537	0.014866836	0.014757407	78.09	4.357862008	4
AFROSORICIDA	CHRYSOCHLORIDAE	Amblysomus	Amblysomus_corriae	NT	unknown	0	NA	0.884073374	0.88383858	32	19	0.684210526	0.521296924	0.000265652	0.000265616	44.845	3.8032121	4
AFROSORICIDA	CHRYSOCHLORIDAE	Amblysomus	Amblysomus_hottentotus	LC	unknown	0	NA	0.970146135	0.870256801	108	25	3.32	1.463255402	0.114781446	0.108658373	62.6	4.136765278	4
AFROSORICIDA	CHRYSOCHLORIDAE	Amblysomus	Amblysomus_marleyi	EN	unknown	1	NA	0.655176163	0.869335301	5	119	-0.957983193	-3.169685581	-0.246348144	-0.282824747	36.245	3.590301441	4
AFROSORICIDA	CHRYSOCHLORIDAE	Amblysomus	Amblysomus_septentrionalis	NT	decreasing	0	1	0.794425804	0.861749207	66	73	-0.095890411	-0.100804699	-0.078124126	-0.081344691	25.35	3.23277873	3
RODENTIA	MURIDAE	Ammodillus	Ammodillus_imbellis	DD	stable	NA	0	0.926325428	0.652185811	99	24	3.125	1.41706602	0.420339743	0.350896099	49.99	3.911822985	4
CETARTIODACTYLA	BOVIDAE	Ammodorcas	Ammodorcas_clarkei	VU	decreasing	1	1	0.891287212	0.63996579	81	16	4.0625	1.621860432	0.392710713	0.331252001	28049.81	10.24173714	10
CETARTIODACTYLA	BOVIDAE	Ammotragus	Ammotragus_lervia	VU	decreasing	1	1	0.651212611	0.7845868	465	858	-0.458041958	-0.612566694	-0.169992905	-0.18632103	94202.22	11.45319903	11
RODENTIA	ANOMALURIDAE	Anomalurus	Anomalurus_beecrofti	LC	unknown	0	NA	0.96217768	0.623819992	1170	425	1.752941176	1.012669859	0.542396351	0.433337279	479.07	6.171846725	6
RODENTIA	ANOMALURIDAE	Anomalurus	Anomalurus_derbianus	LC	unknown	0	NA	0.854458194	0.769529247	2212	1952	0.133196721	0.125042596	0.110364806	0.104688616	665.84	6.501049401	7
RODENTIA	ANOMALURIDAE	Anomalurus	Anomalurus_pelii	DD	unknown	NA	NA	0.88546485	0.548422613	117	6	18.5	2.970414466	0.61456663	0.47906658	1769.99	7.478729176	7
RODENTIA	ANOMALURIDAE	Anomalurus	Anomalurus_pusillus	LC	unknown	0	NA	0.782274176	0.740029834	397	390	0.017948718	0.017789542	0.057084646	0.055514785	250	5.521460918	6
CETARTIODACTYLA	BOVIDAE	Antidorcas	Antidorcas_marsupialis	LC	increasing	0	0	0.853617359	0.807692751	856	967	-0.114788004	-0.121928119	0.056859007	0.055301308	33571.24	10.42142503	10
CARNIVORA	MUSTELIDAE	Aonyx	Aonyx_capensis	NT	decreasing	0	1	0.723942881	0.695192838	5297	5397	-0.018528812	-0.018702621	0.041355494	0.040523225	19322.22	9.869011008	10
CARNIVORA	MUSTELIDAE	Aonyx	Aonyx_congicus	NT	decreasing	0	1	0.943696675	0.707888454	973	507	0.91913215	0.651873079	0.33311494	0.287518264	23800.2	10.07744926	10
CETARTIODACTYLA	BOVIDAE	Arabitragus	Arabitragus_jayakari	EN	decreasing	1	1	0.942601072	0.766966294	32	7	3.571428571	1.519825754	0.228999343	0.206200296	23000	10.04324949	10
PRIMATES	LORISIDAE	Arctocebus	Arctocebus_aureus	LC	unknown	0	NA	0.97497226	0.688771182	282	74	2.810810811	1.337841978	0.415524176	0.347499905	234.16	5.456004642	5
PRIMATES	LORISIDAE	Arctocebus	Arctocebus_calabarensis	LC	unknown	0	NA	0.959788549	0.580672714	57	7	7.142857143	2.097141119	0.652890736	0.502525716	258.01	5.552998344	6
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_abyssinicus	LC	stable	0	0	0.950986559	0.85800201	136	89	0.528089888	0.424018516	0.108373347	0.102893487	73.34	4.295106163	4
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_ansorgei	LC	unknown	0	NA	0.913173292	0.468525146	488	56	7.714285714	2.164963715	0.949037956	0.667335895	110	4.700480366	5
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_blicki	NT	unknown	0	NA	0.815489967	0.943465668	15	35	-0.571428571	-0.84729786	-0.135644259	-0.145770858	128	4.852030264	5
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_nairobae	LC	stable	0	0	0.923241028	0.84473354	85	58	0.465517241	0.382208246	0.092937576	0.088869095	104	4.644390899	5
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_neumanni	LC	unknown	0	NA	0.863947582	0.63691209	541	233	1.321888412	0.842380825	0.35646284	0.304880459	85	4.442651256	4
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_niloticus	LC	unknown	0	NA	0.609913099	0.621902733	3440	4116	-0.164237123	-0.179410347	-0.019278954	-0.019467216	95.8	4.562262685	5
RODENTIA	MURIDAE	Arvicanthis	Arvicanthis_rufinus	LC	unknown	0	NA	0.957731766	0.351070281	429	13	32	3.496507561	1.728034294	1.003581311	63.85388804	4.156597474	4
CHIROPTERA	HIPPOSIDERIDAE	Asellia	Asellia_patrizii	LC	unknown	0	NA	0.920651204	0.769762555	112	54	1.074074074	0.729514825	0.19601973	0.178999152	12.94	2.560323289	3
CHIROPTERA	HIPPOSIDERIDAE	Asellia	Asellia_tridens	LC	stable	0	0	0.842328894	0.814873089	2847	3063	-0.070519099	-0.07312902	0.033693351	0.033138166	12.94	2.560323289	3
EULIPOTYPHLA	ERINACEIDAE	Atelerix	Atelerix_albiventris	LC	stable	0	0	0.777946871	0.57068106	3142	2543	0.235548565	0.211515053	0.363190274	0.309827742	293.44	5.681673189	6
EULIPOTYPHLA	ERINACEIDAE	Atelerix	Atelerix_frontalis	LC	stable	0	0	0.800887298	0.742584341	832	1005	-0.172139303	-0.18891038	0.078513582	0.07558378	329.12	5.796422426	6
EULIPOTYPHLA	ERINACEIDAE	Atelerix	Atelerix_sclateri	LC	unknown	0	NA	0.977460007	0.532883983	126	21	5	1.791759469	0.834282956	0.606653645	599.998	6.396926322	6
RODENTIA	HYSTRICIDAE	Atherurus	Atherurus_africanus	LC	unknown	0	NA	0.921950042	0.705403498	1391	941	0.478214665	0.390835052	0.30698252	0.267721061	2875.65	7.964034015	8
CARNIVORA	HERPESTIDAE	Atilax	Atilax_paludinosus	LC	decreasing	0	1	0.820189071	0.814085443	5081	5294	-0.040234227	-0.041066011	0.007497528	0.007469561	3600.16	8.188733568	8
PRIMATES	INDRIIDAE	Avahi	Avahi_laniger	VU	decreasing	1	1	0.866210294	0.810229645	87	78	0.115384615	0.109199292	0.069092324	0.066809993	1092.28	6.996022534	7
PRIMATES	INDRIIDAE	Avahi	Avahi_meridionalis	EN	decreasing	1	1	0.76722828	0.931663261	4	19	-0.789473684	-1.558144618	-0.176496153	-0.194187058	1150	7.047517221	7
PRIMATES	INDRIIDAE	Avahi	Avahi_occidentalis	EN	decreasing	1	1	0.649432391	0.873727139	21	78	-0.730769231	-1.312186389	-0.25671029	-0.296669392	828.98	6.720196029	7
PRIMATES	INDRIIDAE	Avahi	Avahi_peyrierasi	VU	NA	1	NA	0.862161889	0.908071717	30	41	-0.268292683	-0.312374685	-0.050557492	-0.0518803	1000	6.907755279	7
CHIROPTERA	VESPERTILIONIDAE	Barbastella	Barbastella_leucomelas	LC	unknown	0	NA	0.544966901	0.830661682	10	35	-0.714285714	-1.252762968	-0.343936391	-0.421497529	15.05	2.711377991	3
RODENTIA	BATHYERGIDAE	Bathyergus	Bathyergus_janetta	LC	unknown	0	NA	0.863667601	0.952322531	15	31	-0.516129032	-0.725937003	-0.093093386	-0.097715796	388.69	5.962782111	6
RODENTIA	BATHYERGIDAE	Bathyergus	Bathyergus_suillus	LC	stable	0	0	0.752799324	0.792409521	33	26	0.269230769	0.238411023	-0.049987028	-0.05127964	777.38	6.655929291	7
CARNIVORA	HERPESTIDAE	Bdeogale	Bdeogale_crassicauda	LC	unknown	0	NA	0.841728293	0.559695441	698	359	0.944289694	0.664896714	0.503904144	0.408064489	1722.13	7.451317176	7
CARNIVORA	HERPESTIDAE	Bdeogale	Bdeogale_jacksoni	NT	decreasing	0	1	0.71823832	0.8086795	128	204	-0.37254902	-0.46608973	-0.111838101	-0.118601234	2500	7.824046011	8
CARNIVORA	HERPESTIDAE	Bdeogale	Bdeogale_nigripes	LC	decreasing	0	1	0.898273339	0.664183449	1057	668	0.582335329	0.458901812	0.352447642	0.301916019	2623.01	7.872077792	8
CARNIVORA	HERPESTIDAE	Bdeogale	Bdeogale_omnivora	VU	decreasing	1	1	0.965191872	0.774224016	23	4	4.75	1.749199855	0.246657107	0.220465654	2281.713333	7.732681902	8
RODENTIA	NESOMYIDAE	Beamys	Beamys_hindei	LC	decreasing	0	1	0.757065185	0.511338618	423	212	0.995283019	0.690785904	0.480555463	0.39241733	75.8	4.328098293	4
CETARTIODACTYLA	BOVIDAE	Beatragus	Beatragus_hunteri	CR	decreasing	1	1	0.946968459	0.75283893	17	4	3.25	1.446918983	0.257863297	0.229414485	79132.17	11.27887477	11
RODENTIA	NESOMYIDAE	Brachytarsomys	Brachytarsomys_albicauda	LC	unknown	0	NA	0.935384204	0.846418337	53	31	0.709677419	0.536304709	0.105108624	0.099943633	200	5.298317367	5
RODENTIA	NESOMYIDAE	Brachyuromys	Brachyuromys_betsileoensis	LC	unknown	0	NA	0.808394482	0.826251171	46	42	0.095238095	0.090971778	-0.021611697	-0.02184865	93.58	4.538816685	5
RODENTIA	NESOMYIDAE	Brachyuromys	Brachyuromys_ramirohitra	LC	unknown	0	NA	0.934869855	0.868441525	50	28	0.785714286	0.579818495	0.076491426	0.073707073	92.31	4.525152478	5
LAGOMORPHA	LEPORIDAE	Bunolagus	Bunolagus_monticularis	CR	decreasing	1	1	0.874052517	0.909350666	49	21	1.333333333	0.84729786	-0.038816873	-0.039590329	1750.01	7.467376781	7
AFROSORICIDA	CHRYSOCHLORIDAE	Huetia	Calcochloris_leucorhinus	DD	unknown	NA	NA	0.65291843	0.600755146	383	313	0.223642173	0.201831799	0.086829525	0.083264765	54.27	3.993971588	4
AFROSORICIDA	CHRYSOCHLORIDAE	Calcochloris	Calcochloris_obtusirostris	LC	unknown	0	NA	0.964170275	0.609636095	94	12	6.833333333	2.058388132	0.581550507	0.458405699	24.05	3.180134997	3
RODENTIA	CALOMYSCIDAE	Calomyscus	Calomyscus_hotsoni	LC	unknown	0	NA	0.87714567	0.789675365	27	8	2.375	1.216395324	0.110767423	0.105051148	60.5	4.102643365	4
CARNIVORA	CANIDAE	Canis	Canis_adustus	LC	stable	0	0	0.784784835	0.734450047	4429	4471	-0.009393872	-0.009438272	0.068533985	0.066287601	10392.49	9.248838709	9
CARNIVORA	CANIDAE	Canis	Canis_aureus	LC	increasing	0	0	0.810685878	0.768228871	4061	4204	-0.034015224	-0.034607204	0.055266091	0.053792954	9658.7	9.175614343	9
CARNIVORA	CANIDAE	Canis	Canis_lupus	LC	stable	0	0	0.980774293	0.649890114	781	51	14.31372549	2.728749517	0.509138656	0.411539062	31756.51	10.36585302	10
CARNIVORA	CANIDAE	Canis	Canis_mesomelas	LC	stable	0	0	0.699985074	0.800792617	2473	3542	-0.301806889	-0.359259551	-0.125884705	-0.134542996	8247.3	9.017641153	9
CARNIVORA	CANIDAE	Canis	Canis_simensis	EN	NA	1	NA	0.861628729	0.829516847	53	23	1.304347826	0.834797698	0.038711549	0.03798105	14361.86	9.572331361	10
CETARTIODACTYLA	BOVIDAE	Capra	Capra_aegagrus	VU	decreasing	1	1	0.919167466	0.870697317	44	27	0.62962963	0.488352768	0.055668196	0.054173928	71350.77625	11.1753635	11
CETARTIODACTYLA	BOVIDAE	Capra	Capra_nubiana	VU	decreasing	1	1	0.87766502	0.651303158	419	131	2.198473282	1.162673597	0.347552226	0.298289781	47763.72	10.77402163	11
CARNIVORA	FELIDAE	Caracal	Caracal_aurata	VU	decreasing	1	1	0.904997393	0.731921457	1689	1253	0.347964884	0.298595962	0.236467908	0.212258854	12400	9.425451752	9
CARNIVORA	FELIDAE	Caracal	Caracal_caracal	LC	unknown	0	NA	0.62504254	0.763470439	5389	7115	-0.242586086	-0.277845393	-0.181314025	-0.200054694	11964.38	9.389689181	9
CHIROPTERA	MEGADERMATIDAE	Cardioderma	Cardioderma_cor	LC	unknown	0	NA	0.861350578	0.729266126	881	802	0.098503741	0.093949018	0.181119687	0.166462876	26.45	3.275256158	3
AFROSORICIDA	CHRYSOCHLORIDAE	Carpitalpa	Carpitalpa_arendsi	VU	unknown	1	NA	0.38812952	0.635551609	78	1348	-0.942136499	-2.849668465	-0.389302907	-0.493154198	52.34	3.957760897	4
CHIROPTERA	PTEROPODIDAE	Casinycteris	Casinycteris_argynnis	LC	unknown	0	NA	0.96446094	0.595369692	646	68	8.5	2.251291799	0.619936241	0.482386791	28.28	3.342154841	3
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_callipygus	LC	decreasing	0	1	0.960791473	0.671634149	296	79	2.746835443	1.320911602	0.430528027	0.358043626	19079.23	9.856355588	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_dorsalis	NT	decreasing	0	1	0.931097891	0.630257562	1414	752	0.880319149	0.631441523	0.477329186	0.390235854	20000	9.903487553	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_harveyi	LC	decreasing	0	1	0.707693086	0.675266471	407	396	0.027777778	0.027398974	0.048020472	0.04690312	14500.1	9.581910825	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_jentinki	EN	decreasing	1	1	0.942395453	0.683527763	75	18	3.166666667	1.427116356	0.378723008	0.321157714	68489.54	11.13443631	11
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_leucogaster	NT	decreasing	0	1	0.931464791	0.725169104	600	374	0.604278075	0.472673858	0.284479421	0.250353516	13208.69	9.488630225	9
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_natalensis	LC	decreasing	0	1	0.900156694	0.603726173	446	177	1.519774011	0.924169219	0.491001606	0.399448113	12724.51	9.451285334	9
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_niger	LC	decreasing	0	1	0.968043923	0.385585546	279	4	68.75	4.244917421	1.51058146	0.920514384	19094.32	9.857146188	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_nigrifrons	LC	decreasing	0	1	0.942244224	0.680373826	1142	570	1.003508772	0.694900029	0.384891934	0.325622111	14676.33	9.593991271	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_ogilbyi	LC	decreasing	0	1	0.907383393	0.522160025	283	54	4.240740741	1.656462851	0.737749637	0.552590964	18386.42	9.819367628	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_rufilatus	LC	decreasing	0	1	0.871722588	0.451774264	1509	571	1.642732049	0.971813249	0.929553445	0.6572886	12114.57	9.402164139	9
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_silvicultor	NT	decreasing	0	1	0.890496149	0.60280393	2330	1364	0.708211144	0.535446708	0.477256707	0.390186792	62006.6	11.03499611	11
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_spadix	EN	decreasing	1	1	0.724653247	0.853310745	104	197	-0.472081218	-0.63881283	-0.150774497	-0.163430517	56857.02	10.94829497	11
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_weynsi	LC	decreasing	0	1	0.867472544	0.709335169	762	585	0.302564103	0.264334708	0.222937452	0.201255712	17000	9.740968623	10
CETARTIODACTYLA	BOVIDAE	Cephalophus	Cephalophus_zebra	VU	decreasing	1	1	0.907282151	0.674219459	72	9	7	2.079441542	0.34567779	0.296897819	15654.75	9.658529664	10
PERISSODACTYLA	RHINOCEROTIDAE	Ceratotherium	Ceratotherium_simum	NT	increasing	0	0	0.596832244	0.647541577	3801	5191	-0.267771142	-0.311662167	-0.078310544	-0.081546928	2285939	14.64228744	15
PRIMATES	CERCOPITHECIDAE	Cercocebus	Cercocebus_agilis	LC	stable	0	0	0.926087658	0.635694074	581	236	1.461864407	0.900918952	0.456813419	0.376251461	7105.62	8.868641299	9
PRIMATES	CERCOPITHECIDAE	Cercocebus	Cercocebus_atys	NT	decreasing	0	1	0.909955064	0.355716858	308	16	18.25	2.957511061	1.558088105	0.939260145	6941.24	8.845235712	9
PRIMATES	CERCOPITHECIDAE	Cercocebus	Cercocebus_chrysogaster	DD	decreasing	NA	1	0.908448379	0.746867075	153	69	1.217391304	0.796331417	0.216345464	0.195850842	9610	9.170559502	9
PRIMATES	CERCOPITHECIDAE	Cercocebus	Cercocebus_torquatus	VU	decreasing	1	1	0.965842559	0.582780374	124	14	7.857142857	2.181224236	0.657301106	0.505190439	7293.07	8.894679861	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_ascanius	LC	unknown	0	NA	0.871836108	0.713242762	1182	972	0.216049383	0.195607394	0.222355354	0.200779615	3540.24	8.1719498	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_campbelli	LC	unknown	0	NA	0.916730847	0.377581588	332	18	17.44444444	2.914763211	1.427901353	0.887027243	3627.73	8.196362387	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_cephus	LC	unknown	0	NA	0.966546736	0.717053735	326	132	1.46969697	0.904095459	0.347941847	0.298578871	3444.88	8.14464435	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_diana	VU	decreasing	1	1	0.980199837	0.570614397	132	6	21	3.091042453	0.71779724	0.541042796	4358.91	8.379977305	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_erythrogaster	VU	decreasing	1	1	0.857228574	0.635470052	36	10	2.6	1.280933845	0.3489677	0.299339634	3444.88	8.14464435	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_erythrotis	VU	decreasing	1	1	0.599915711	0.455907358	46	12	2.833333333	1.343734747	0.315871965	0.274499537	3254.98	8.08794141	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_hamlyni	VU	decreasing	1	1	0.815872154	0.761392623	163	139	0.172661871	0.159276268	0.07155248	0.069108513	5490	8.610683535	9
PRIMATES	CERCOPITHECIDAE	Allochrocebus	Cercopithecus_lhoesti	VU	decreasing	1	1	0.536093349	0.482753963	157	166	-0.054216867	-0.055741983	0.110489793	0.104801173	5307.47	8.576870541	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_mitis	LC	decreasing	0	1	0.62353781	0.753328782	2199	3377	-0.348830323	-0.42898503	-0.172289942	-0.189092358	6485.6	8.777339614	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_mona	LC	unknown	0	NA	0.915026595	0.585555859	348	111	2.135135135	1.142672278	0.562663204	0.446391548	3980.17	8.289079811	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_neglectus	LC	unknown	0	NA	0.898858071	0.712258343	1100	847	0.298701299	0.261364764	0.261983211	0.23268446	5324.52	8.580077846	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_nictitans	LC	decreasing	0	1	0.880855891	0.55378608	830	323	1.569659443	0.943773378	0.590606778	0.464115565	5256.91	8.567298681	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_petaurista	LC	unknown	0	NA	0.928401465	0.362004862	290	8	35.25	3.590439381	1.564610483	0.941806609	3233.67	8.081372994	8
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_pogonias	LC	decreasing	0	1	0.96265305	0.699151867	818	452	0.809734513	0.593180157	0.376886904	0.319825084	3578.27	8.182634722	8
PRIMATES	CERCOPITHECIDAE	Allochrocebus	Cercopithecus_preussi	EN	decreasing	1	1	0.87442272	0.677230821	25	13	0.923076923	0.653926467	0.291173841	0.255551759	5132.57	8.543361787	9
PRIMATES	CERCOPITHECIDAE	Cercopithecus	Cercopithecus_sclateri	VU	decreasing	1	1	0.75058388	0.680517623	59	42	0.404761905	0.339867826	0.102960239	0.097997692	3067.29	8.028549715	8
PRIMATES	CERCOPITHECIDAE	Allochrocebus	Cercopithecus_solatus	VU	unknown	1	NA	0.733884607	0.914124214	35	124	-0.717741935	-1.264933504	-0.197171899	-0.219614659	5256.91	8.567298681	9
PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus_major	DD	decreasing	NA	1	0.842283402	0.754662021	112	114	-0.01754386	-0.017699577	0.116106785	0.109846545	446.02	6.100363794	6
PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus_medius	LC	decreasing	0	1	0.883679072	0.691361849	133	80	0.6625	0.508322494	0.278171586	0.245430608	196.76	5.281984712	5
PRIMATES	CERCOPITHECIDAE	Chlorocebus	Chlorocebus_aethiops	LC	stable	0	0	0.770678669	0.635354569	571	494	0.155870445	0.144853692	0.21298989	0.193088295	3695.99	8.215003727	8
PRIMATES	CERCOPITHECIDAE	Chlorocebus	Chlorocebus_cynosuros	LC	stable	0	0	0.824392859	0.671923088	1143	833	0.37214886	0.316378022	0.226915511	0.204503306	4260	8.357024439	8
PRIMATES	CERCOPITHECIDAE	Chlorocebus	Chlorocebus_djamdjamensis	VU	decreasing	1	1	0.403569993	0.72453697	114	584	-0.804794521	-1.633702534	-0.442995996	-0.585182851	4260	8.357024439	8
